code,canonical_name,source,wiktionary_url,wikidata_id,family_code,family_name,family_parent_code,ancestor_codes,script_codes,short_description,description_source_urls,description_status,description_model,description_updated_at,metadata
huz,Hunzib,wiktionary,https://en.wiktionary.org/wiki/Category:Hunzib_language,Q56564,cau-ets,East Tsezian,cau-tsz,"[""cau-nec-pro"",""cau-tsz-pro""]","[""Cyrl""]",,[],missing,,,{}
hwc,Hawaiian Creole,wiktionary,https://en.wiktionary.org/wiki/Category:Hawaiian_Creole_language,Q35602,crp,creole or pidgin,qfa-cnt,[],"[""Latn""]",,[],missing,,,{}
hy,Armenian,wiktionary,https://en.wiktionary.org/wiki/Category:Armenian_language,Q8785,hyx,Armenian,ine,"[""ine-pro"",""hyx-pro"",""xcl"",""axm""]","[""Armn"",""Brai""]",,[],missing,,,{}
hyx-pro,Proto-Armenian,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Armenian_language,,,,,"[""ine-pro""]",[],,[],missing,,,{}
ia,Interlingua,wiktionary,https://en.wiktionary.org/wiki/Category:Interlingua_language,Q35934,art,constructed,qfa-not,[],"[""Latn""]",,[],missing,,,{}
iba,Iban,wiktionary,https://en.wiktionary.org/wiki/Category:Iban_language,Q33424,poz-mly,Malayic,poz-mcm,"[""map-pro"",""poz-pro"",""poz-msa-pro"",""poz-mcm-pro"",""poz-mly-pro""]","[""Latn""]",,[],missing,,,{}
icr,Islander Creole English,wiktionary,https://en.wiktionary.org/wiki/Category:Islander_Creole_English_language,Q2044587,crp,creole or pidgin,qfa-cnt,"[""ine-pro"",""gem-pro"",""gmw-pro"",""gmw-nsg-pro"",""gmw-afr-pro"",""ang"",""enm"",""en-ear"",""en""]","[""Latn""]",,[],missing,,,{}
id,Indonesian,wiktionary,https://en.wiktionary.org/wiki/Category:Indonesian_language,Q9240,poz-mly,Malayic,poz-mcm,"[""ms-old"",""ms-cla"",""ms""]","[""Latn""]",,[],missing,,,{}
idb,Indo-Portuguese,wiktionary,https://en.wiktionary.org/wiki/Category:Indo-Portuguese_language,Q6025550,crp,creole or pidgin,qfa-cnt,"[""la-vul"",""roa-pro"",""roa-opt"",""pt""]","[""Latn""]",,[],missing,,,{}
ig,Igbo,wiktionary,https://en.wiktionary.org/wiki/Category:Igbo_language,Q33578,alv-igb,Igboid,alv-von,"[""nic-pro"",""alv-pro"",""nic-vco-pro"",""alv-von-pro"",""alv-igb-pro""]","[""Latn""]",,[],missing,,,{}
iir-nur-pro,Proto-Nuristani,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Nuristani_language,,,,,"[""ine-pro"",""iir-pro""]",[],,[],missing,,,{}
iir-pro,Proto-Indo-Iranian,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Indo-Iranian_language,,,,,"[""ine-pro""]",[],,[],missing,,,{}
ilb,Ila,wiktionary,https://en.wiktionary.org/wiki/Category:Ila_language,Q10962725,bnt-bot,Botatwe,bnt,"[""bnt-pro""]","[""Latn""]",,[],missing,,,{}
ili,Ili Turki,wiktionary,https://en.wiktionary.org/wiki/Category:Ili_Turki_language,Q33627,trk-kar,Karluk,trk-cmn,"[""trk-pro"",""trk-cmn-pro""]","[""Cyrl""]",,[],missing,,,{}
ill,Iranun,wiktionary,https://en.wiktionary.org/wiki/Category:Iranun_language,Q12953581,phi,Philippine,poz,"[""map-pro"",""poz-pro"",""phi-pro""]","[""Latn"",""Arab""]",,[],missing,,,{}
ilo,Ilocano,wiktionary,https://en.wiktionary.org/wiki/Category:Ilocano_language,Q35936,phi,Philippine,poz,"[""map-pro"",""poz-pro"",""phi-pro""]","[""Latn"",""Tglg""]",,[],missing,,,{}
ims,Marsian,wiktionary,https://en.wiktionary.org/wiki/Category:Marsian_language,Q1265446,itc-sbl,Osco-Umbrian,itc,"[""ine-pro"",""itc-pro""]","[""Ital"",""Latn""]",,[],missing,,,{}
imy,Milyan,wiktionary,https://en.wiktionary.org/wiki/Category:Milyan_language,Q3832946,ine-luw,Luwic,ine-ana,"[""ine-pro"",""ine-ana-pro""]","[""Lyci""]",,[],missing,,,{}
inc-aav,Avahattha,wiktionary,https://en.wiktionary.org/wiki/Category:Terms_derived_from_Avahattha_by_language,,,,,"[""ine-pro"",""iir-pro"",""inc-pro""]",[],,[],missing,,,{}
inc-agu,Gurjara Apabhramsa,wiktionary,https://en.wiktionary.org/wiki/Category:Terms_derived_from_Gurjara_Apabhramsa_by_language,,,,,"[""ine-pro"",""iir-pro"",""inc-pro""]",[],,[],missing,,,{}
