code,canonical_name,source,wiktionary_url,wikidata_id,family_code,family_name,family_parent_code,ancestor_codes,script_codes,short_description,description_source_urls,description_status,description_model,description_updated_at,metadata
sem-wes-pro,Proto-West Semitic,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-West_Semitic_language,,,,,"[""afa-pro"",""sem-pro""]",[],,[],missing,,,{}
ses,Koyraboro Senni,wiktionary,https://en.wiktionary.org/wiki/Category:Koyraboro_Senni_language,Q35655,son,Songhay,ssa,"[""ssa-pro"",""son-pro""]","[""Latn""]",,[],missing,,,{}
sg,Sango,wiktionary,https://en.wiktionary.org/wiki/Category:Sango_language,Q33954,crp,creole or pidgin,qfa-cnt,"[""nic-pro"",""alv-pro"",""nic-vco-pro"",""nic-ubg-pro"",""ngb""]","[""Latn""]",,[],missing,,,{}
sga,Old Irish,wiktionary,https://en.wiktionary.org/wiki/Category:Old_Irish_language,Q35308,cel-gae,Goidelic,cel-ins,"[""ine-pro"",""cel-pro"",""pgl""]","[""Latn"",""Ogam""]",,[],missing,,,{}
sgd,Surigaonon,wiktionary,https://en.wiktionary.org/wiki/Category:Surigaonon_language,Q34140,phi,Philippine,poz,"[""map-pro"",""poz-pro"",""phi-pro""]","[""Latn""]",,[],missing,,,{}
sgh,Shughni,wiktionary,https://en.wiktionary.org/wiki/Category:Shughni_language,Q34053,ira-shr,Shughni-Roshani,ira-shy,"[""ine-pro"",""iir-pro"",""ira-pro"",""ira-sym-pro"",""ira-shy-pro"",""ira-shr-pro""]","[""Latn"",""Cyrl""]",,[],missing,,,{}
sgs,Samogitian,wiktionary,https://en.wiktionary.org/wiki/Category:Samogitian_language,Q213434,bat-eas,East Baltic,bat,"[""ine-pro"",""ine-bsl-pro"",""bat-pro"",""olt""]","[""Latn""]",,[],missing,,,{}
sgw,Sebat Bet Gurage,wiktionary,https://en.wiktionary.org/wiki/Category:Sebat_Bet_Gurage_language,Q2707343,sem-eth,Ethiopian Semitic,sem-wes,"[""afa-pro"",""sem-pro"",""sem-wes-pro""]","[""Ethi""]",,[],missing,,,{}
sgy,Sanglechi,wiktionary,https://en.wiktionary.org/wiki/Category:Sanglechi_language,Q3472220,ira-sgi,Sanglechi-Ishkashimi,ira-sei,"[""ine-pro"",""iir-pro"",""ira-pro"",""ira-sgi-pro""]",[],,[],missing,,,{}
sh,Serbo-Croatian,wiktionary,https://en.wiktionary.org/wiki/Category:Serbo-Croatian_language,Q9301,zls,South Slavic,sla,"[""ine-pro"",""ine-bsl-pro"",""sla-pro""]","[""Latn"",""Cyrl"",""Glag"",""Arab""]",,[],missing,,,{}
shi,Tashelhit,wiktionary,https://en.wiktionary.org/wiki/Category:Tashelhit_language,Q34152,ber,Berber,afa,"[""afa-pro"",""ber-pro"",""shi-med""]","[""Latn"",""Arab"",""Tfng"",""Hebr""]",,[],missing,,,{}
shi-med,Medieval Tashelhit,wiktionary,https://en.wiktionary.org/wiki/Category:Terms_derived_from_Medieval_Tashelhit_by_language,Q34152,,,,"[""afa-pro"",""ber-pro""]",[],,[],missing,,,{}
shn,Shan,wiktionary,https://en.wiktionary.org/wiki/Category:Shan_language,Q56482,tai-swe,Southwestern Tai,tai-sap,"[""qfa-tak-pro"",""qfa-bet-pro"",""tai-pro"",""tai-swe-pro""]","[""Mymr""]",,[],missing,,,{}
shu,Chadian Arabic,wiktionary,https://en.wiktionary.org/wiki/Category:Chadian_Arabic_language,Q56497,sem-arb,Arabic,sem-cen,"[""afa-pro"",""sem-pro"",""sem-wes-pro"",""ar""]","[""Arab""]",,[],missing,,,{}
shv,Shehri,wiktionary,https://en.wiktionary.org/wiki/Category:Shehri_language,Q33445,sem-sar,Modern South Arabian,sem-wes,"[""afa-pro"",""sem-pro"",""sem-wes-pro""]","[""Arab"",""Latn""]",,[],missing,,,{}
shy,Tachawit,wiktionary,https://en.wiktionary.org/wiki/Category:Tachawit_language,Q33274,ber,Berber,afa,"[""afa-pro"",""ber-pro""]","[""Tfng"",""Arab"",""Latn""]",,[],missing,,,{}
si,Sinhalese,wiktionary,https://en.wiktionary.org/wiki/Category:Sinhalese_language,Q13267,inc-ins,Insular Indo-Aryan,inc,"[""ine-pro"",""iir-pro"",""inc-pro"",""inc-apa""]","[""Sinh""]",,[],missing,,,{}
sia,Akkala Sami,wiktionary,https://en.wiktionary.org/wiki/Category:Akkala_Sami_language,Q35241,smi,Sami,urj,"[""urj-pro"",""smi-pro""]","[""Cyrl"",""Latn""]",,[],missing,,,{}
sid,Sidamo,wiktionary,https://en.wiktionary.org/wiki/Category:Sidamo_language,Q33786,cus-hec,Highland East Cushitic,cus-eas,"[""afa-pro"",""cus-pro"",""cus-hec-pro""]","[""Latn"",""Ethi""]",,[],missing,,,{}
sio-pro,Proto-Siouan,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Siouan_language,,,,,"[""nai-sca-pro""]",[],,[],missing,,,{}
sip,Sikkimese,wiktionary,https://en.wiktionary.org/wiki/Category:Sikkimese_language,Q35285,sit-tib,Tibetic,sit-bdi,"[""sit-pro"",""sit-bdi-pro"",""otb"",""xct""]","[""Tibt""]",,[],missing,,,{}
sit-bdi-pro,Proto-Bodish,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Bodish_language,,,,,"[""sit-pro""]",[],,[],missing,,,{}
sit-pro,Proto-Sino-Tibetan,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Sino-Tibetan_language,,,,,[],[],,[],missing,,,{}
sit-tan-pro,Proto-Tani,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Tani_language,,,,,"[""sit-pro""]",[],,[],missing,,,{}
siy,Sivandi,wiktionary,https://en.wiktionary.org/wiki/Category:Sivandi_language,Q13269,xme,Median,ira-mpr,"[""xme-mid""]","[""fa-Arab"",""Latn""]",,[],missing,,,{}
sjd,Kildin Sami,wiktionary,https://en.wiktionary.org/wiki/Category:Kildin_Sami_language,Q33656,smi,Sami,urj,"[""urj-pro"",""smi-pro""]","[""Cyrl""]",,[],missing,,,{}
sjs,Senhaja de Srair,wiktionary,https://en.wiktionary.org/wiki/Category:Senhaja_de_Srair_language,Q56744,ber,Berber,afa,"[""afa-pro"",""ber-pro""]","[""Latn"",""Tfng"",""Arab""]",,[],missing,,,{}
sjt,Ter Sami,wiktionary,https://en.wiktionary.org/wiki/Category:Ter_Sami_language,Q36656,smi,Sami,urj,"[""urj-pro"",""smi-pro""]","[""Cyrl"",""Latn""]",,[],missing,,,{}
sju,Ume Sami,wiktionary,https://en.wiktionary.org/wiki/Category:Ume_Sami_language,Q56415,smi,Sami,urj,"[""urj-pro"",""smi-pro""]","[""Latn""]",,[],missing,,,{}
sjw,Shawnee,wiktionary,https://en.wiktionary.org/wiki/Category:Shawnee_language,Q2669206,alg,Algonquian,aql,"[""aql-pro"",""alg-pro""]","[""Latn""]",,[],missing,,,{}
sk,Slovak,wiktionary,https://en.wiktionary.org/wiki/Category:Slovak_language,Q9058,zlw,West Slavic,sla,"[""zlw-osk""]","[""Latn""]",,[],missing,,,{}
skb,Saek,wiktionary,https://en.wiktionary.org/wiki/Category:Saek_language,Q36437,tai-nor,Northern Tai,tai,"[""qfa-tak-pro"",""qfa-bet-pro"",""tai-pro""]","[""Thai""]",,[],missing,,,{}
ski,Sika,wiktionary,https://en.wiktionary.org/wiki/Category:Sika_language,Q33960,poz-cet,Central-Eastern Malayo-Polynesian,poz,"[""map-pro"",""poz-pro"",""poz-cet-pro""]","[""Latn""]",,[],missing,,,{}
skr,Saraiki,wiktionary,https://en.wiktionary.org/wiki/Category:Saraiki_language,Q33902,inc-pan,Punjabic,inc-nwe,"[""ine-pro"",""iir-pro"",""inc-pro"",""inc-opa""]","[""pa-Arab"",""Mult"",""Deva""]",,[],missing,,,{}
sks,Maia,wiktionary,https://en.wiktionary.org/wiki/Category:Maia_language,Q12952760,ngf-kau,Kaukombar,ngf-nad,[],"[""Latn""]",,[],missing,,,{}
skw,Skepi Creole Dutch,wiktionary,,Q2522153,crp,creole or pidgin,qfa-cnt,"[""ine-pro"",""gem-pro"",""gmw-pro"",""frk"",""odt"",""dum"",""nl""]","[""Latn""]",,[],missing,,,{}
sky,Sikaiana,wiktionary,https://en.wiktionary.org/wiki/Category:Sikaiana_language,Q7439242,poz-pnp,Nuclear Polynesian,poz-pol,"[""map-pro"",""poz-pro"",""poz-pol-pro"",""poz-pnp-pro""]","[""Latn""]",,[],missing,,,{}
sl,Slovene,wiktionary,https://en.wiktionary.org/wiki/Category:Slovene_language,Q9063,zls,South Slavic,sla,"[""ine-pro"",""ine-bsl-pro"",""sla-pro""]","[""Latn""]",,[],missing,,,{}
sla-pro,Proto-Slavic,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Slavic_language,,,,,"[""ine-pro"",""ine-bsl-pro""]",[],,[],missing,,,{}
slr,Salar,wiktionary,https://en.wiktionary.org/wiki/Category:Salar_language,Q33963,trk-ogz,Oghuz,trk-cmn,"[""trk-pro"",""trk-eog""]","[""Arab"",""Latn""]",,[],missing,,,{}
sm,Samoan,wiktionary,https://en.wiktionary.org/wiki/Category:Samoan_language,Q34011,poz-pnp,Nuclear Polynesian,poz-pol,"[""map-pro"",""poz-pro"",""poz-pol-pro"",""poz-pnp-pro""]","[""Latn""]",,[],missing,,,{}
sma,Southern Sami,wiktionary,https://en.wiktionary.org/wiki/Category:Southern_Sami_language,Q13293,smi,Sami,urj,"[""urj-pro"",""smi-pro""]","[""Latn""]",,[],missing,,,{}
smi-pro,Proto-Samic,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Samic_language,,,,,"[""urj-pro""]",[],,[],missing,,,{}
smk,Bolinao,wiktionary,https://en.wiktionary.org/wiki/Category:Bolinao_language,Q2669235,phi,Philippine,poz,"[""map-pro"",""poz-pro"",""phi-pro""]","[""Latn"",""Tglg""]",,[],missing,,,{}
smn,Inari Sami,wiktionary,https://en.wiktionary.org/wiki/Category:Inari_Sami_language,Q33462,smi,Sami,urj,"[""urj-pro"",""smi-pro""]","[""Latn""]",,[],missing,,,{}
smq,Samo,wiktionary,https://en.wiktionary.org/wiki/Category:Samo_language,Q7409884,ngf-est,East Strickland,ngf,"[""ngf-pro""]","[""Latn""]",,[],missing,,,{}
smr,Simeulue,wiktionary,https://en.wiktionary.org/wiki/Category:Simeulue_language,Q2992833,poz-nws,Northwest Sumatran,poz,"[""map-pro"",""poz-pro""]","[""Latn""]",,[],missing,,,{}
sms,Skolt Sami,wiktionary,https://en.wiktionary.org/wiki/Category:Skolt_Sami_language,Q13271,smi,Sami,urj,"[""urj-pro"",""smi-pro""]","[""Latn""]",,[],missing,,,{}
sn,Shona,wiktionary,https://en.wiktionary.org/wiki/Category:Shona_language,Q34004,bnt-sho,Shona,bnt,"[""bnt-pro""]","[""Latn""]",,[],missing,,,{}
sne,Bau Bidayuh,wiktionary,https://en.wiktionary.org/wiki/Category:Bau_Bidayuh_language,Q2891938,day,Land Dayak,poz,"[""map-pro"",""poz-pro""]","[""Latn""]",,[],missing,,,{}
so,Somali,wiktionary,https://en.wiktionary.org/wiki/Category:Somali_language,Q13275,cus-som,Somaloid,cus-eas,"[""afa-pro"",""cus-pro"",""cus-som-pro""]","[""Latn"",""Arab"",""Osma""]",,[],missing,,,{}
sog,Sogdian,wiktionary,https://en.wiktionary.org/wiki/Category:Sogdian_language,Q205979,ira-sgc,Sogdic,ira-sbc,"[""ine-pro"",""iir-pro"",""ira-pro"",""ira-sgc-pro""]","[""Sogd"",""Mani"",""Syrc"",""Sogo""]",,[],missing,,,{}
son-pro,Proto-Songhay,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Songhay_language,,,,,"[""ssa-pro""]",[],,[],missing,,,{}
sou,Southern Thai,wiktionary,https://en.wiktionary.org/wiki/Category:Southern_Thai_language,Q56508,tai-swe,Southwestern Tai,tai-sap,"[""qfa-tak-pro"",""qfa-bet-pro"",""tai-pro"",""tai-swe-pro""]","[""Thai""]",,[],missing,,,{}
spx,South Picene,wiktionary,https://en.wiktionary.org/wiki/Category:South_Picene_language,Q36688,itc-sbl,Osco-Umbrian,itc,"[""ine-pro"",""itc-pro""]","[""Ital"",""Latn""]",,[],missing,,,{}
sq,Albanian,wiktionary,https://en.wiktionary.org/wiki/Category:Albanian_language,Q8748,sqj,Albanian,ine,"[""ine-pro"",""sqj-pro""]","[""Latn"",""Grek"",""ota-Arab"",""Elba"",""Todr"",""Vith""]",,[],missing,,,{}
sqj-pro,Proto-Albanian,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Albanian_language,,,,,"[""ine-pro""]",[],,[],missing,,,{}
sqr,Siculo-Arabic,wiktionary,https://en.wiktionary.org/wiki/Category:Siculo-Arabic_language,Q1069489,sem-arb,Arabic,sem-cen,"[""afa-pro"",""sem-pro"",""sem-wes-pro"",""ar""]","[""Arab""]",,[],missing,,,{}
sqt,Soqotri,wiktionary,https://en.wiktionary.org/wiki/Category:Soqotri_language,Q13283,sem-sar,Modern South Arabian,sem-wes,"[""afa-pro"",""sem-pro"",""sem-wes-pro""]","[""Arab"",""Latn""]",,[],missing,,,{}
srh,Sarikoli,wiktionary,https://en.wiktionary.org/wiki/Category:Sarikoli_language,Q33873,ira-shr,Shughni-Roshani,ira-shy,"[""ine-pro"",""iir-pro"",""ira-pro"",""ira-sym-pro"",""ira-shy-pro"",""ira-shr-pro""]","[""Latn"",""ug-Arab"",""Cyrl""]",,[],missing,,,{}
srm,Saramaccan,wiktionary,https://en.wiktionary.org/wiki/Category:Saramaccan_language,Q33779,crp,creole or pidgin,qfa-cnt,"[""ine-pro"",""gem-pro"",""gmw-pro"",""gmw-nsg-pro"",""gmw-afr-pro"",""ang"",""enm"",""en-ear"",""en"",""la-vul"",""roa-pro"",""roa-opt"",""pt""]","[""Latn""]",,[],missing,,,{}
srn,Sranan Tongo,wiktionary,https://en.wiktionary.org/wiki/Category:Sranan_Tongo_language,Q33989,crp,creole or pidgin,qfa-cnt,"[""ine-pro"",""gem-pro"",""gmw-pro"",""gmw-nsg-pro"",""gmw-afr-pro"",""ang"",""enm"",""en-ear"",""en""]","[""Latn""]",,[],missing,,,{}
srv,Waray Sorsogon,wiktionary,https://en.wiktionary.org/wiki/Category:Waray_Sorsogon_language,Q18755610,phi,Philippine,poz,"[""map-pro"",""poz-pro"",""phi-pro""]","[""Latn""]",,[],missing,,,{}
srz,Shahmirzadi,wiktionary,https://en.wiktionary.org/wiki/Category:Shahmirzadi_language,Q12953126,ira-msh,Mazanderani-Shahmirzadi,ira-csp,"[""ine-pro"",""iir-pro"",""ira-pro"",""ira-mpr-pro""]","[""fa-Arab""]",,[],missing,,,{}
ss,Swazi,wiktionary,https://en.wiktionary.org/wiki/Category:Swazi_language,Q34014,bnt-ngu,Nguni,bnt-bso,"[""bnt-pro"",""bnt-ngu-pro""]","[""Latn""]",,[],missing,,,{}
ssa-pro,Proto-Nilo-Saharan,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Nilo-Saharan_language,,,,,[],[],,[],missing,,,{}
ssy,Saho,wiktionary,https://en.wiktionary.org/wiki/Category:Saho_language,Q36353,cus-eas,East Cushitic,cus,"[""afa-pro"",""cus-pro""]","[""Latn"",""Ethi"",""Arab""]",,[],missing,,,{}
st,Sotho,wiktionary,https://en.wiktionary.org/wiki/Category:Sotho_language,Q34340,bnt-sts,Sotho-Tswana,bnt-bso,"[""bnt-pro"",""bnt-sts-pro""]","[""Latn""]",,[],missing,,,{}
sth,Shelta,wiktionary,https://en.wiktionary.org/wiki/Category:Shelta_language,Q36705,qfa-mix,mixed,qfa-cnt,"[""ine-pro"",""cel-pro"",""pgl"",""sga"",""mga"",""ga"",""gem-pro"",""gmw-pro"",""gmw-nsg-pro"",""gmw-afr-pro"",""ang"",""enm"",""en-ear"",""en""]","[""Latn""]",,[],missing,,,{}
stp,Southeastern Tepehuan,wiktionary,https://en.wiktionary.org/wiki/Category:Southeastern_Tepehuan_language,Q12953917,azc-pim,Piman,azc,"[""azc-pro""]","[""Latn""]",,[],missing,,,{}
stq,Saterland Frisian,wiktionary,https://en.wiktionary.org/wiki/Category:Saterland_Frisian_language,Q27154,gmw-fri,Frisian,gmw-afr,"[""ine-pro"",""gem-pro"",""gmw-pro"",""gmw-nsg-pro"",""gmw-afr-pro"",""ofs""]","[""Latn""]",,[],missing,,,{}
sts,Shumashti,wiktionary,https://en.wiktionary.org/wiki/Category:Shumashti_language,Q33777,inc-kun,Kunar,inc-dar,"[""ine-pro"",""iir-pro"",""inc-pro"",""inc-ash""]","[""Arab""]",,[],missing,,,{}
su,Sundanese,wiktionary,https://en.wiktionary.org/wiki/Category:Sundanese_language,Q34002,poz-msa,Malayo-Sumbawan,poz,"[""map-pro"",""poz-pro"",""poz-msa-pro"",""osn""]","[""Latn"",""Sund"",""Arab""]",,[],missing,,,{}
sux,Sumerian,wiktionary,https://en.wiktionary.org/wiki/Category:Sumerian_language,Q36790,qfa-iso,isolate,qfa-not,[],"[""Xsux"",""Latn""]",,[],missing,,,{}
sv,Swedish,wiktionary,https://en.wiktionary.org/wiki/Category:Swedish_language,Q9027,gmq-eas,East Scandinavian,gmq,"[""ine-pro"",""gem-pro"",""gmq-pro"",""gmq-osw"",""gmq-osw-lat""]","[""Latn""]",,[],missing,,,{}
sva,Svan,wiktionary,https://en.wiktionary.org/wiki/Category:Svan_language,Q34067,ccs,Kartvelian,,"[""ccs-pro""]","[""Geor"",""Cyrl""]",,[],missing,,,{}
svm,Slavomolisano,wiktionary,https://en.wiktionary.org/wiki/Category:Slavomolisano_language,Q36254,zls,South Slavic,sla,"[""ine-pro"",""ine-bsl-pro"",""sla-pro"",""sh""]","[""Latn""]",,[],missing,,,{}
sw,Swahili,wiktionary,https://en.wiktionary.org/wiki/Category:Swahili_language,Q7838,bnt-swh,Swahili,bnt-sab,"[""bnt-pro"",""bnt-sab-pro""]","[""Latn"",""Arab""]",,[],missing,,,{}
swb,Maore Comorian,wiktionary,https://en.wiktionary.org/wiki/Category:Maore_Comorian_language,Q34075,bnt-com,Comorian,bnt-sab,"[""bnt-pro"",""bnt-sab-pro""]","[""Latn""]",,[],missing,,,{}
swg,Swabian,wiktionary,https://en.wiktionary.org/wiki/Category:Swabian_language,Q327274,gmw-hgm,High German,gmw,"[""ine-pro"",""gem-pro"",""gmw-pro"",""goh"",""gmh"",""gsw""]","[""Latn""]",,[],missing,,,{}
swn,Sokna,wiktionary,https://en.wiktionary.org/wiki/Category:Sokna_language,Q2988323,ber,Berber,afa,"[""afa-pro"",""ber-pro""]",[],,[],missing,,,{}
sxr,Saaroa,wiktionary,https://en.wiktionary.org/wiki/Category:Saaroa_language,Q716599,map,Austronesian,,"[""map-pro""]","[""Latn""]",,[],missing,,,{}
syc,Classical Syriac,wiktionary,https://en.wiktionary.org/wiki/Category:Classical_Syriac_language,Q33538,sem-are,Eastern Aramaic,sem-ara,"[""afa-pro"",""sem-pro"",""sem-wes-pro"",""arc""]","[""Syrc""]",,[],missing,,,{}
syl,Sylheti,wiktionary,https://en.wiktionary.org/wiki/Category:Sylheti_language,Q2044560,inc-bas,Bengali-Assamese,inc-eas,"[""ine-pro"",""iir-pro"",""inc-pro"",""inc-obn""]","[""Sylo"",""Beng""]",,[],missing,,,{}
sza,Semelai,wiktionary,https://en.wiktionary.org/wiki/Category:Semelai_language,Q3111827,mkh-asl,Aslian,mkh,"[""aav-pro"",""mkh-pro"",""mkh-asl-pro""]","[""Latn""]",,[],missing,,,{}
szl,Silesian,wiktionary,https://en.wiktionary.org/wiki/Category:Silesian_language,Q30319,zlw-lch,Lechitic,zlw,"[""zlw-opl""]","[""Latn""]",,[],missing,,,{}
szv,Isubu,wiktionary,https://en.wiktionary.org/wiki/Category:Isubu_language,Q35431,bnt-saw,Sawabantu,bnt,"[""bnt-pro""]","[""Latn""]",,[],missing,,,{}
szy,Sakizaya,wiktionary,https://en.wiktionary.org/wiki/Category:Sakizaya_language,Q718269,map,Austronesian,,"[""map-pro""]","[""Latn""]",,[],missing,,,{}
ta,Tamil,wiktionary,https://en.wiktionary.org/wiki/Category:Tamil_language,Q5885,dra-tam,Tamiloid,dra-tml,"[""dra-pro"",""dra-sdo-pro"",""oty"",""ta-mid""]","[""Taml""]",,[],missing,,,{}
ta-mid,Middle Tamil,wiktionary,https://en.wiktionary.org/wiki/Category:Terms_derived_from_Middle_Tamil_by_language,Q20987434,,,,"[""dra-pro"",""dra-sdo-pro"",""oty""]",[],,[],missing,,,{}
taa,Lower Tanana,wiktionary,https://en.wiktionary.org/wiki/Category:Lower_Tanana_language,Q28565,ath-nor,North Athabaskan,ath,"[""xnd-pro"",""ath-pro""]","[""Latn""]",,[],missing,,,{}
tab,Tabasaran,wiktionary,https://en.wiktionary.org/wiki/Category:Tabasaran_language,Q34079,cau-esm,Eastern Samur,cau-sam,"[""cau-nec-pro"",""cau-lzg-pro""]","[""Cyrl"",""Latn"",""Arab""]",,[],missing,,,{}
tai-pro,Proto-Tai,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Tai_language,,,,,"[""qfa-tak-pro"",""qfa-bet-pro""]",[],,[],missing,,,{}
tai-swe-pro,Proto-Southwestern Tai,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Southwestern_Tai_language,,,,,"[""qfa-tak-pro"",""qfa-bet-pro"",""tai-pro""]",[],,[],missing,,,{}
tao,Yami,wiktionary,https://en.wiktionary.org/wiki/Category:Yami_language,Q715760,phi,Philippine,poz,"[""map-pro"",""poz-pro"",""phi-pro""]","[""Latn""]",,[],missing,,,{}
tar,Central Tarahumara,wiktionary,https://en.wiktionary.org/wiki/Category:Central_Tarahumara_language,Q20090009,azc-trc,Taracahitic,azc,"[""azc-pro""]","[""Latn""]",,[],missing,,,{}
tbc,Takia,wiktionary,https://en.wiktionary.org/wiki/Category:Takia_language,Q3514336,poz-oce,Oceanic,pqe,"[""map-pro"",""poz-pro"",""poz-cet-pro"",""pqe-pro"",""poz-oce-pro""]","[""Latn""]",,[],missing,,,{}
tbq-bdg-pro,Proto-Bodo-Garo,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Bodo-Garo_language,,,,,"[""sit-pro"",""tbq-pro""]",[],,[],missing,,,{}
tbq-brm-pro,Proto-Burmish,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Burmish_language,,,,,"[""sit-pro"",""tbq-pro"",""tbq-lob-pro""]",[],,[],missing,,,{}
tbq-kuk-pro,Proto-Kuki-Chin,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Kuki-Chin_language,,,,,"[""sit-pro""]",[],,[],missing,,,{}
tbq-lob-pro,Proto-Lolo-Burmese,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Lolo-Burmese_language,,,,,"[""sit-pro"",""tbq-pro""]",[],,[],missing,,,{}
tbq-pro,Proto-Tibeto-Burman,wiktionary,https://en.wiktionary.org/wiki/Category:Terms_derived_from_Proto-Tibeto-Burman_by_language,Q7251864,,,,"[""sit-pro""]",[],,[],missing,,,{}
tcs,Torres Strait Creole,wiktionary,https://en.wiktionary.org/wiki/Category:Torres_Strait_Creole_language,Q36648,crp,creole or pidgin,qfa-cnt,"[""ine-pro"",""gem-pro"",""gmw-pro"",""gmw-nsg-pro"",""gmw-afr-pro"",""ang"",""enm"",""en-ear"",""en""]","[""Latn""]",,[],missing,,,{}
tcx,Toda,wiktionary,https://en.wiktionary.org/wiki/Category:Toda_language,Q34042,dra-tkt,Toda-Kota,dra-tkd,"[""dra-pro"",""dra-sdo-pro""]","[""Taml""]",,[],missing,,,{}
tcy,Tulu,wiktionary,https://en.wiktionary.org/wiki/Category:Tulu_language,Q34251,dra-tlk,Tulu-Koraga,dra-sdo,"[""dra-pro"",""dra-sdo-pro""]","[""Tutg"",""Mlym"",""Knda""]",,[],missing,,,{}
tdd,Tai Nüa,wiktionary,https://en.wiktionary.org/wiki/Category:Tai_N%C3%BCa_language,Q36556,tai-swe,Southwestern Tai,tai-sap,"[""qfa-tak-pro"",""qfa-bet-pro"",""tai-pro"",""tai-swe-pro""]","[""Tale""]",,[],missing,,,{}
tdt,Tetun Dili,wiktionary,https://en.wiktionary.org/wiki/Category:Tetun_Dili_language,Q12643484,poz-tim,Timoric,poz-cet,"[""map-pro"",""poz-pro"",""poz-cet-pro""]","[""Latn""]",,[],missing,,,{}
te,Telugu,wiktionary,https://en.wiktionary.org/wiki/Category:Telugu_language,Q8097,dra-tel,Teluguic,dra-sdt,"[""dra-pro"",""dra-ote""]","[""Telu""]",,[],missing,,,{}
tes,Tengger,wiktionary,https://en.wiktionary.org/wiki/Category:Tengger_language,Q12473479,poz,Malayo-Polynesian,map,"[""map-pro"",""poz-pro""]","[""Latn"",""Java""]",,[],missing,,,{}
tet,Tetum,wiktionary,https://en.wiktionary.org/wiki/Category:Tetum_language,Q34125,poz-tim,Timoric,poz-cet,"[""map-pro"",""poz-pro"",""poz-cet-pro""]","[""Latn""]",,[],missing,,,{}
tft,Ternate,wiktionary,https://en.wiktionary.org/wiki/Category:Ternate_language,Q3518492,paa-tti,Ternate-Tidore,paa-nnh,"[""paa-nha-pro""]","[""Latn"",""Arab""]",,[],missing,,,{}
tg,Tajik,wiktionary,https://en.wiktionary.org/wiki/Category:Tajik_language,Q9260,ira-swi,Southwestern Iranian,ira-wes,"[""ine-pro"",""iir-pro"",""ira-pro"",""pal-ear"",""pal-lat"",""fa-ear"",""fa-cls""]","[""Cyrl"",""fa-Arab"",""Latn""]",,[],missing,,,{}
th,Thai,wiktionary,https://en.wiktionary.org/wiki/Category:Thai_language,Q9217,tai-swe,Southwestern Tai,tai-sap,"[""qfa-tak-pro"",""qfa-bet-pro"",""tai-pro"",""tai-swe-pro""]","[""Thai"",""Khomt"",""Brai""]",,[],missing,,,{}
thm,Thavung,wiktionary,https://en.wiktionary.org/wiki/Category:Thavung_language,Q34780,mkh-vie,Vietic,mkh,"[""aav-pro"",""mkh-pro"",""mkh-vie-pro""]","[""Thai""]",,[],missing,,,{}
ti,Tigrinya,wiktionary,https://en.wiktionary.org/wiki/Category:Tigrinya_language,Q34124,sem-eth,Ethiopian Semitic,sem-wes,"[""afa-pro"",""sem-pro"",""sem-wes-pro""]","[""Ethi""]",,[],missing,,,{}
tig,Tigre,wiktionary,https://en.wiktionary.org/wiki/Category:Tigre_language,Q34129,sem-eth,Ethiopian Semitic,sem-wes,"[""afa-pro"",""sem-pro"",""sem-wes-pro""]","[""Ethi""]",,[],missing,,,{}
tiy,Tiruray,wiktionary,https://en.wiktionary.org/wiki/Category:Tiruray_language,Q7809425,phi,Philippine,poz,"[""map-pro"",""poz-pro"",""phi-pro""]","[""Latn""]",,[],missing,,,{}
tjl,Tai Laing,wiktionary,https://en.wiktionary.org/wiki/Category:Tai_Laing_language,Q7675773,tai-swe,Southwestern Tai,tai-sap,"[""qfa-tak-pro"",""qfa-bet-pro"",""tai-pro"",""tai-swe-pro""]","[""Mymr""]",,[],missing,,,{}
tk,Turkmen,wiktionary,https://en.wiktionary.org/wiki/Category:Turkmen_language,Q9267,trk-ogz,Oghuz,trk-cmn,"[""trk-pro"",""trk-eog""]","[""Latn"",""Cyrl"",""Arab""]",,[],missing,,,{}
tkl,Tokelauan,wiktionary,https://en.wiktionary.org/wiki/Category:Tokelauan_language,Q34097,poz-pnp,Nuclear Polynesian,poz-pol,"[""map-pro"",""poz-pro"",""poz-pol-pro"",""poz-pnp-pro""]","[""Latn""]",,[],missing,,,{}
tl,Tagalog,wiktionary,https://en.wiktionary.org/wiki/Category:Tagalog_language,Q34057,phi,Philippine,poz,"[""map-pro"",""poz-pro"",""phi-pro""]","[""Latn"",""Tglg""]",,[],missing,,,{}
